eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,optimal_trees,min_RMSE
0.05,5,3,1,0.9,0,0,100,0.0794058734964786
0.1,5,3,1,0.9,0,0,53,0.07981920895483413
0.3,5,3,1,0.9,0,0,21,0.08475200579991639
0.01,7,3,1,0.9,0,0,504,0.07849455234785621
0.05,7,3,1,0.9,0,0,121,0.07981738188896487
0.1,7,3,1,0.9,0,0,69,0.08160351218316411
0.3,7,3,1,0.9,0,0,14,0.08360310923938045
0.01,1,5,1,0.9,0,0,1167,0.0803745988030023
0.05,1,5,1,0.9,0,0,279,0.08027893358244118
0.1,1,5,1,0.9,0,0,162,0.0802451224821781
0.3,1,5,1,0.9,0,0,31,0.08075276535854696
0.01,3,5,1,0.9,0,0,516,0.07788116678823968
0.05,3,5,1,0.9,0,0,109,0.07867482247340311
0.1,3,5,1,0.9,0,0,57,0.07783764284521776
0.3,3,5,1,0.9,0,0,10,0.0811193863622739
0.01,5,5,1,0.9,0,0,508,0.07895696313839054
0.05,5,5,1,0.9,0,0,122,0.07938391765123838
0.1,5,5,1,0.9,0,0,62,0.07933678229277667
0.3,5,5,1,0.9,0,0,14,0.0804217766695139
0.01,7,5,1,0.9,0,0,533,0.07904234727940125
0.05,7,5,1,0.9,0,0,138,0.07979734366109587
0.1,7,5,1,0.9,0,0,50,0.07980251178776249
0.3,7,5,1,0.9,0,0,14,0.08320667984124762
0.01,1,7,1,0.9,0,0,1067,0.08039579603153287
0.05,1,7,1,0.9,0,0,209,0.08037922495164093
0.1,1,7,1,0.9,0,0,165,0.08017552079089807
0.3,1,7,1,0.9,0,0,58,0.08049973575274479
0.01,3,7,1,0.9,0,0,569,0.0777556047800412
0.05,3,7,1,0.9,0,0,112,0.07833548419433534
0.1,3,7,1,0.9,0,0,68,0.07787880614162293
0.3,3,7,1,0.9,0,0,19,0.07954827270263175
0.01,5,7,1,0.9,0,0,478,0.07886130092896375
0.05,5,7,1,0.9,0,0,118,0.07853805335304488
0.1,5,7,1,0.9,0,0,49,0.07868672732910093
0.3,5,7,1,0.9,0,0,16,0.08006087858392415
0.01,7,7,1,0.9,0,0,454,0.07853272937771925
0.05,7,7,1,0.9,0,0,105,0.07924355927772923
0.1,7,7,1,0.9,0,0,44,0.07975594012278947
0.3,7,7,1,0.9,0,0,14,0.0821121044899886
0.01,1,1,0.65,1,0,0,489,0.08180708811091496
0.05,1,1,0.65,1,0,0,104,0.0816330390724562
0.1,1,1,0.65,1,0,0,48,0.08180015671892962
0.3,1,1,0.65,1,0,0,24,0.0817260021209858
0.01,3,1,0.65,1,0,0,440,0.08161619564931921
0.05,3,1,0.65,1,0,0,90,0.08074934412694851
0.1,3,1,0.65,1,0,0,39,0.08389354905309206
0.3,3,1,0.65,1,0,0,16,0.08519424745323641
0.01,5,1,0.65,1,0,0,525,0.08138014172578163
0.05,5,1,0.65,1,0,0,114,0.08202721500130782
0.1,5,1,0.65,1,0,0,44,0.08342064555535576
0.3,5,1,0.65,1,0,0,12,0.08818921891969576
0.01,7,1,0.65,1,0,0,583,0.08187220878433571
0.05,7,1,0.65,1,0,0,89,0.08288907784022193
